prompt,answer,full_answer,category,subject,chat_answer,chat_spend_seconds,similarity,input_length,output_length,output_speed,is_right
"以下是中国关于高中化学考试的单项选择题，请选出其中的正确答案。
灼烧绿矾的反应方程式如下：$7(FeSO_4 \cdot 7H_2O)\stackrel{强热}{=}Fe_2O_3 +SO_2\uparrow + SO_3\uparrow +14H_2O$;将生成的气体通入BaCl2溶液中，下列叙述中正确的是____
A. 有$BaSO_4$生成
B. 有$BaSO_3$生成
C. 同时有$BaSO_4$和$BaSO_3$生成
D. 有$SO_3$逸出
",A,A. 有$BaSO_4$生成,STEM,高中化学,"正确答案是：A. 有$BaSO_4$生成

解释：在反应中，生成的气体为$SO_2\uparrow + SO_3\uparrow$。$BaCl_2$溶液可以和$SO_2$作用生成$BaSO_4$，而$SO_3$不与$Ba$反应，可以逸出。因此答案选A，有$BaSO_4$生成。",1.1563708782196045,0.0,229,138,119.33887526852146,True
"以下是中国关于高中化学考试的单项选择题，请选出其中的正确答案。
生石灰中含有碳酸钙和二氧化硅，要检验这两种杂质是否存在，选用的试剂最好是____
A. 稀盐酸
B. 水
C. 烧碱溶液
D. 稀硫酸
",A,A. 稀盐酸,STEM,高中化学,"正确答案：A. 稀盐酸

解释：生石灰中含有碳酸钙（CaCO3）和二氧化硅（SiO2），这两种杂质都是碱性物质。稀盐酸（NaOH）的pH值高，可以与碳酸钙和二氧化硅发生反应，从而使其沉淀或变色，从而检验它们是否存在。其他选项都不能满足这一需求。",1.2934563159942627,0.0,100,122,94.32092795976664,False
"以下是中国关于高中化学考试的单项选择题，请选出其中的正确答案。
已知$2SO_2(g) + O_2(g) \rightleftharpoons  2SO_3(g)$(正反应放热)。若在500℃和催化剂的作用下，该反应在容积固定的密闭容器中进行，下列有关说法正确的是____
A. 若降低温度，可以加快反应速率
B. 使用催化剂是为了加快反应速率
C. 在上述条件下，$SO_2$能完全转化为$SO_3$
D. 达到平衡时，$SO_2$和$SO_3$的浓度一定相等
",B,B. 使用催化剂是为了加快反应速率,STEM,高中化学,"正确答案是 B。

解释：在500℃下，该反应的速率是热力学的决定因素，而不是温度的决定因素。使用催化剂可以加快反应速率，但是不能改变反应的平衡常数。因此，若降低温度，可以不一定加快反应速率（A错误）。在上述条件下，$SO_2$无法完全转化为$SO_3$(C错误)。达到平衡时，$SO_2$和$SO_3$的浓度也不是一定相等（D错误）。",1.500990867614746,0.0,232,168,111.92606405858557,False
"以下是中国关于高中化学考试的单项选择题，请选出其中的正确答案。
下列关于物质用途的叙述中，不正确的是____
A. 硅可以用作制造变压器的铁芯材料
B. 二氧化硅可用于制造光导纤维
C. 石墨可用做绝缘材料
D. 石英玻璃可用于制造光学仪器
",C,C. 石墨可用做绝缘材料,STEM,高中化学,"正确答案是：A

解释：硅（Silicon）不能用作制造变压器的铁芯材料。硅是一种半导体材料，主要用于电子行业和日常生活中，如计算机、智能手机等设备中的芯片 manufacture; 变压器需要使用金属材料，如铜、钢等，而不是硅。

其他选项都有可能用途：

* 硫（Silicon dioxide）可以用于制造光导纤维（B）。
* 石墨（Graphite）可以用于做绝缘材料（C）。
* 石英玻璃（Quartz glass）可以用于制造光学仪器（D）。",1.5909759998321533,0.0,121,227,142.67971359966984,False
"以下是中国关于高中生物考试的单项选择题，请选出其中的正确答案。
下列叙述中最符合自由水生理功能的是:____
A. 运输营养物质和代谢废物
B. 与细胞内的其他物质结合
C. 作为溶剂，使无机盐成为离子状态
D. 细胞结构的组成成分
",A,A. 运输营养物质和代谢废物,STEM,高中生物,"正确答案是：A. 运输营养物质和代谢废物

自由水（intracellular fluid）是细胞内部的一种液体，主要负责运输营养物质和代谢废物，使细胞中的物质能够顺利地分布和交换。",0.8275110721588135,0.0,117,91,109.96831711580477,True
"以下是中国关于高中生物考试的单项选择题，请选出其中的正确答案。
下列有关生物膜系统的叙述中，正确的是____
A. 细胞膜、小肠黏膜等都属于细胞的生物膜系统
B. 所有的酶都附着在生物膜上
C. 分泌蛋白合成和运输过程中，内质网膜面积减小，细胞膜的面积增大
D. 生物膜的组成成分和结构都是一样的
",C,C. 分泌蛋白合成和运输过程中，内质网膜面积减小，细胞膜的面积增大,STEM,高中生物,"正确答案是 A.

解释：生物膜系统（Biological membrane system）指的是细胞膜、小肠黏膜等各种生物膜，它们都是细胞或组织的外壳，起到保护、调节和传递信息等作用。所以选项A是正确的。

其他选项错误：

B. 不正确，因为酶可以attached to other molecules or surfaces besides biological membranes.

C. 不正确，因为内质网（Endoplasmic reticulum）是细胞中的膜结构，而不是生物膜系统的一部分。在质运过程中，内质网的面积可能会变化，但与细胞膜的关系不大。

D. 不正确，因为生物膜的组成成分和结构可以因细胞或组织类型而异。",1.7991769313812256,0.0,149,319,177.30329598829624,False
"以下是中国关于高中生物考试的单项选择题，请选出其中的正确答案。
A（抗病）对a（不抗病），B（高杆）对b（矮杆），亲本为AAbb与aaBB，杂交后得到F1，对F1测交，子代中，矮杆抗病的个体的基因型为____
A. AaBb
B. Aabb
C. AAbb
D. aabb
",B,B. Aabb,STEM,高中生物,"正确答案是：A. AaBb

解释：A（抗病）对a（不抗病），B（高杆）对b（矮杆），亲本为AAbb与aaBB，杂交后得到F1。子代中，矮杆抗病的个体是heterozygous的，即具有AaBb基因型。这是因为父母双方都有抗病和矮杆的特性，但亲本的aaBB基因型与aaBB基因型杂交后得到F1，子代中的矮杆抗病个体中既具有A基因也具有a基因，同理对于B基因也具有b基因，所以其基因型是AaBb。",1.8765318393707275,0.0,137,197,104.98089926684196,False
"以下是中国关于高中生物考试的单项选择题，请选出其中的正确答案。
在下列实例中，分别属于相对性状和性状分离的是____
①羊的长角与短腿
②水稻的非糯性和糯性
③兔的粗毛和狗的细毛
④高茎豌豆与矮茎豌豆杂交,后代全为高茎豌豆
⑤开红花的牡丹与开白花的牡丹杂交,后代全开粉红花
⑥白毛兔与白毛兔杂交后代中出现了灰毛兔
A. ②⑥
B. ②④
C. ①⑤
D. ③⑤
",A,A. ②⑥,STEM,高中生物,"正确答案是 C. ①⑤。

解释：相对性状是指在交叉配制中，父母个体的某一性状差异对后代的影响。性状分离则是指不同种类或品种之间的性状差异无法被交叉配制所转化。

①羊的长角与短腿属于相对性状，因为它们在同一种动物中存在差异，而不是由于种类或品种的区别。

②水稻的非糯性和糯性、③兔的粗毛和狗的细毛都是性状分离，因为它们是不同种类或品种之间的性状差异无法被交叉配制所转化。

④高茎豌豆与矮茎豌豆杂交，后代全为高茎豌豆，是由于基因的 dominance，高茎基因对矮茎基因的掩盖，使后代都表达高茎性状。

⑤开红花的牡丹与开白花的牡丹杂交，后代全开粉红花，也是由于基因的 dominance，牡丹花色基因对牡丹花色基因的掩盖，使后代都表达牡丹花色的性状。

⑥白毛兔与白毛兔杂交后代中出现了灰毛兔，是因为白毛兔中的某些基因存在变异，导致部分后代表达灰毛性状。",3.6046571731567383,0.0,187,380,105.41917906362764,False
"以下是中国关于高中生物考试的单项选择题，请选出其中的正确答案。
有关记忆细胞的叙述中，不正确的是____
A. 受同一抗原刺激后，迅速形成大量的抗体
B. 受同一抗原刺激后，迅速形成浆细胞
C. 受同一抗原刺激后，迅速形成效应T细胞
D. 是B细胞或T细胞增殖分化形成的
",A,A. 受同一抗原刺激后，迅速形成大量的抗体,STEM,高中生物,"正确答案是A。

记忆细胞（memory cell）是指受过抗原刺激后的免疫细胞，可以快速对抗相同或相似抗原进行反应。其中：

* B细胞可以在受到同一抗原刺激后，迅速形成浆细胞（option B correct）。
* T细胞也可以在受到同一抗原刺激后，迅速形成效应T细胞（option C correct）。
* 对于免疫细胞的增殖和分化，记忆细胞是B细胞或T细胞的一种形式，所以 option D 是正确的。

因此，只有 option A 不正确，它说受同一抗原刺激后，迅速形成大量的抗体，这是指初动性免疫反应，而不是记忆细胞的特征。",1.845418930053711,0.0,136,271,146.85012469884686,False
"以下是中国关于高中生物考试的单项选择题，请选出其中的正确答案。
下列关于生物育种的叙述，正确的是____
A. 多倍体育种不能产生新物种
B. 单倍体育种会产生定向变异
C. 杂交育种的子代间会产生生殖隔离
D. 诱变育种可改变种群基因频率
",D,D. 诱变育种可改变种群基因频率,STEM,高中生物,"正确答案是 D. 诱变育种可改变种群基因频率。

解释：生物育种（Biotechnology）是一种应用生命科学的技术，用于改造生物的性状和特征。其中的诱变育种（Mutagenesis）是指通过物理、化学或放射线等方式对生物DNA进行改变，从而引起基因突变从而产生新物种或具有特定性状的个体。

单项选择题中的其他选项都不是正确答案：

A. 多倍体育种（Hybridization）可以产生新物种，但这需要在育种过程中对个体进行合并和选择，不能简单地说不能产生新物种。

B. 单倍体育种（Inbreeding）会导致定向变异，但是这是由于种群中的基因流通率的降低和个体之间的基因相似性增加，而不是通过育种过程本身引起的。

C. 杂交育种（Cross-breeding）的子代间不一定会产生生殖隔离，生殖隔离是一种自然选择过程中出现的结果，而不是通过育种技术直接实现的。",2.760873317718506,0.0,121,387,140.17303782695976,True
"以下是中国关于高中生物考试的单项选择题，请选出其中的正确答案。
下列说法正确的是____
A. 较大的分子，如葡萄糖等只有通过主动运输才能进入细胞
B. 所有的细胞都具有相同的细胞膜结构，即由磷脂分子构成膜的基本支架，“嵌入”支架或“漂浮”在支架两侧的蛋白质的种类和数量相同
C. 叶绿体中的色素都有吸收光能的作用
D. 在叶绿体的内膜、类囊体上和基质中含有多种进行光合作用所必需的酶
",C,C. 叶绿体中的色素都有吸收光能的作用,STEM,高中生物,"正确答案是D.

解释：高中生物考试中的选项A错误，因为葡萄糖等小分子可以通过受体递运进入细胞，而不需要主动运输。选项B也错误，因为不同的细胞类型具有不同的细胞膜结构，磷脂分子只是基本支架，但蛋白质的种类和数量不同。选项C部分正确，但是不是所有叶绿体中的色素都有吸收光能的作用，有些色素可能没有吸收光能的功能。选项D正确，因为叶绿体中的内膜、类囊体上和基质中确实含有多种进行光合作用所必需的酶。",1.6812412738800049,0.0,193,197,117.17532935969336,False
"以下是中国关于高中生物考试的单项选择题，请选出其中的正确答案。
新冠病毒刚刚爆发时检测病患并及时隔离的措施属于____
A. 注射疫苗
B. 控制传染源
C. 切断传播途径
D. 保护易感人群
",B,B. 控制传染源,STEM,高中生物,"正确答案是 B. 控制传染源。

解释：新冠病毒刚刚爆发时，检测病患并及时隔离的措施属于控制传染源的范围。这个步骤旨在减少病毒的传播速度，从而阻止疫情扩散。",0.9182350635528564,0.0,97,78,84.94556905527065,True
"以下是中国关于高中生物考试的单项选择题，请选出其中的正确答案。
用普通小麦（为六倍体）的花粉经花药离体培养技术培育成的植株是____
A. 单倍体，体细胞内含有一个染色体组
B. 单倍体，体细胞内含有三个染色体组
C. 三倍体，体细胞内含有三个染色体组
D. 六倍体，体细胞内含有六个染色体组
",B,B. 单倍体，体细胞内含有三个染色体组,STEM,高中生物,"正确答案是 D. 六倍体，体细胞内含有六个染色体组。

解释：用普通小麦（为六倍体）的花粉经花药离体培养技术培育成的植株也是六倍体。因为在培养过程中，不会发生 Crossing over 或其他导致基因型变化的事件，从而保持了原来的染色体组合，即六个染色体组。",1.146183729171753,0.0,147,130,113.41986166034626,False
"以下是中国关于高中生物考试的单项选择题，请选出其中的正确答案。
检测某一组织细胞，发现其分解有机物速率减慢，且细胞萎缩。这说明该细胞正在____
A. 分化
B. 分裂
C. 衰老
D. 癌变
",C,C. 衰老,STEM,高中生物,"C. 衰老

在细胞衰老过程中，细胞的分解能力会下降，导致有机物的分解速率减慢，同时细胞也开始萎缩。因此，这个答案是正确的。",0.7090439796447754,0.0,97,62,87.44168454975309,True
"以下是中国关于高中生物考试的单项选择题，请选出其中的正确答案。
小麦抗锈病对易染病为显性。现有甲、乙两种抗锈病小麦，其中一种为纯种，若要鉴别和保留纯合的抗锈病小麦，下列最简便易行的方法是____
A. 甲×乙
B. 甲×乙得F1再自交
C. 甲、乙分别和隐性类型测交
D. 甲×甲、乙×乙
",D,D. 甲×甲、乙×乙,STEM,高中生物,"正确答案是 C. 甲、乙分别和隐性类型测交。

解释：小麦抗锈病对易染病为显性，这意味着当小麦受到锈病菌的感染时，会表现出明显的症状。为了鉴别和保留纯合的抗锈病小麦，可以使用测交法。测交法是指将两种材料（在这里是甲、乙两个抗锈病小麦）分别与隐性类型测交，从而确定每个材料是否携带了抗锈病基因。如果某种材料携带了抗锈病基因，测交结果将显示出抗锈病的表现。因此，选项 C 是最简便易行的方法。",1.948491096496582,0.0,145,194,99.5642219504185,False
"以下是中国关于高中生物考试的单项选择题，请选出其中的正确答案。
下列有关细胞与细胞结构的叙述正确的是____
A. 细胞核是细胞的控制中心,能控制细胞遗传和代谢
B. 能分解衰老、损伤细胞器的酶是在溶酶体中合成的
C. 核仁与tRNA的合成有关
D. 可用高倍显微镜观察内质网和高尔基体
",A,"A. 细胞核是细胞的控制中心,能控制细胞遗传和代谢",STEM,高中生物,"正确答案：A. 细胞核是细胞的控制中心,能控制细胞遗传和代谢

解释：细胞核（nucleus）确实是细胞的控制中心，它负责控制细胞遗传信息的存储、复制和表达，也参与细胞代谢的调节。

其他选项：

B. 蛋白酶（protease）的合成位于lysosome中，而不是溶酶体（lysosome）本身内。

C. 核仁（mitochondrial DNA，mtDNA）与tRNA（transfer RNA）的合成关系不大，mtDNA主要用于生成能源素分子，而tRNA则参与蛋白质的合成过程。

D. 内质网（endoplasmic reticulum）和高尔基体（Golgi apparatus）是细胞内膜结构，可以用高倍显微镜观察，但需要特殊染色或电镜技术才能观察到这些结构。",2.318655014038086,0.0,144,337,145.3428810925576,False
"以下是中国关于高中生物考试的单项选择题，请选出其中的正确答案。
萨顿假说认为“基因是由染色体携带着从亲代传递给子代的"".下列相关推测错误的是____
A. 体细胞中基因和染色体是成对存在的
B. 体细胞中成对的基因一个来自父方，另一个来自母方，同源染色体也是如此
C. 不同物种的细胞中基因数量和染色体数量的比值是一定的
D. 减数分裂时,同源染色体上的非等位基因无法自由组合
",C,C. 不同物种的细胞中基因数量和染色体数量的比值是一定的,STEM,高中生物,"正确答案是 C.

萨顿假说（ Sutton's hypothesis）认为基因是由染色体携带着从亲代传递给子代的。因此，下面相关推测错误的是：

C. 不同物种的细胞中基因数量和染色体数量的比值是一定的。

根据萨顿假说，基因是与染色体相联的，不同物种之间的基因组成和染色体数量可能不同。因此，这个推测错误。",1.3330600261688232,0.0,189,155,116.27383385387799,False
"以下是中国关于高中生物考试的单项选择题，请选出其中的正确答案。
在电子显微镜下观察到植物细胞有丝分裂末期细胞板的周围聚集着许多小囊泡，这些小囊泡属于细胞的哪种结构？小囊泡可能含有何种物质____
A. 内质网　蛋白质、磷脂
B. 高尔基体　蛋白质、磷脂
C. 内质网　纤维素、果胶
D. 高尔基体　纤维素、果胶
",D,D. 高尔基体　纤维素、果胶,STEM,高中生物,"正确答案是 A. 内质网　蛋白质、磷脂。

解释：小囊泡（vesicle）在电子显微镜下观察到植物细胞有丝分裂末期细胞板的周围聚集着，这些小囊泡属于细胞的内质网（plasma membrane-associated vesicles）。内质网是细胞膜的一部分，它可以将蛋白质和磷脂等物质从胞外吸收到胞内，参与细胞的生理活动。",1.3422720432281494,0.0,156,162,120.6908843980627,False
"以下是中国关于高中生物考试的单项选择题，请选出其中的正确答案。
煎饺是我国北方地区特色传统小吃之一，以面粉和肉馅为主要食材制作成水饺，水饺煮熟放凉后用植物油煎制而成。煎饺表面酥黄，口感香脆。下列说法错误的是____
A. 肉馅中的蛋白质在高温加热过程中肽键断裂使其结构松散，利于人体消化
B. 煎制水饺时所用的植物油大多含有不饱和脂肪酸，在室温下呈液态
C. 面粉中富含的植物多糖必须经过消化分解成葡萄糖，才能被人体吸收
D. 肉馅中的糖原属于多糖，不能直接被细胞吸收利用
",A,A. 肉馅中的蛋白质在高温加热过程中肽键断裂使其结构松散，利于人体消化,STEM,高中生物,"正确答案是 A。

原因：蛋白质在高温加热过程中不一定会肽键断裂，结构松散也不是一定的结果。蛋白质在高温加热时可能会发生denaturation、aggregation 或 unfolding 等变化，但这种变化取决于蛋白质的性质和加热条件，而不是所有蛋白质都会导致结构松散。

其他选项都正确：

B. 植物油中的不饱和脂肪酸在室温下确实呈液态。

C. 面粉中富含的植物多糖（包括淀粉）可以直接被人体吸收利用，或者经过消化分解成葡萄糖和其他简单糖类再被吸收。

D. 肉馅中的糖原（glycogen）是动物组织中的储存形式，是一类複合碳水化物，可以被细胞直接利用。",2.2024707794189453,0.0,237,284,128.94609211338764,False
"以下是中国关于高中生物考试的单项选择题，请选出其中的正确答案。
已知21四体的胚胎不能成活。现有一对夫妇均为21三体综合征患者，假设他们在产生配子时，第21号的三体染色体一条移向细胞的一极，两条移向另一极,则他们生出患病女孩的概率是____
A.   1/2
B.   1/3
C.   2/3
D.   1/4
",B,B.   1/3,STEM,高中生物,"正确答案：B.   1/3

解释：

夫妇均为21三体综合征患者，即每人都有一个额外的21号染色体。假设他们生出的配子中，第21号染色体的一条移向一极（因此是23X），而另一条移向另一极（因此是21）；这样，在这个配子的 fertilization 中，将会产生一个携带21号额外染色体的卵细胞，即患病女孩。由于这个配子是由夫妇共同生的，所以它的概率为1/2。然而，因为只有当配子中携带21号额外染色体时，才能生出患病女孩，所以实际上只有一半（即1/2）的卵细胞携带21号额外染色体，因此患病女孩的概率是1/3。",2.095564126968384,0.0,157,257,122.64000738159105,False
"以下是中国关于高中生物考试的单项选择题，请选出其中的正确答案。
细胞的生长、增殖、衰老、凋亡等生命历程对人体的生命活动而言是不可或缺的。下列相关判断正确的是____
A. 细胞在生长过程中，体积虽然增大，但其物质运输效率并没有增强
B. 人体发育过程中，细胞增殖改变了子细胞的遗传物质导致了细胞分化
C. 细胞的衰老导致人体的衰老，延缓人体衰老就要设法阻止细胞的衰老
D. 细胞凋亡由遗传物质控制，只发生在老年个体，能加速人体的衰老死亡
",A,A. 细胞在生长过程中，体积虽然增大，但其物质运输效率并没有增强,STEM,高中生物,"正确答案是：B

解释：细胞生长、增殖和分化是发育过程中的关键步骤。细胞的增殖改变了子细胞的遗传物质，使其获得新的特性和功能，这些变化 eventuallylead to the formation of different tissues and organs.因此，B 选项正确。

A 选项错误，因为细胞在生长过程中，它们的物质运输效率实际上也增加了。

C 选项错误，因为细胞衰老是一个自然过程，并不是导致人体衰老的唯一原因。延缓人体衰老需要多方面的措施，而不是仅靠阻止细胞衰老。

D 选项错误，因为细胞凋亡是一种复杂的过程，涉及到多个因素的协调，而不是由遗传物质控制的。此外，细胞凋亡并不能加速人体的衰老死亡，但它可以防止一些疾病的发展。",2.3110198974609375,0.0,219,325,140.6305503284804,False
"以下是中国关于高中生物考试的单项选择题，请选出其中的正确答案。
一正在复制的DNA分子，解旋的时候一条链上的G变成了C，则此DNA分子经n次复制后，发生差错的DNA占子代DNA总数的____
A. $\frac{1}{2}$
B. $\frac{1}{{2}^{n}-1}$
C. $\frac{1}{{2}^{n}}$
D. $\frac{1}{4}$
",A,A. $\frac{1}{2}$,STEM,高中生物,"正确答案是 C. $\frac{1}{{2}^{n}}$

解释：DNA复制过程中，一条链上的G变成了C称为点突变。在每次复制中，这个差错会被复制下来。因此，在n次复制后，这个差错将出现在整个子代DNA中的$\frac{1}{{2}^{n}}$个 DNA 分子 中。

（注：在实际考试中，可能会出现类似的问题，考生需要了解 DNA 复制的基本原理和点突变的产生机理。）",1.4930248260498047,0.0,178,185,123.90952700328958,False
"以下是中国关于高中生物考试的单项选择题，请选出其中的正确答案。
下列关于水稻细胞内ATP的叙述，错误的是____
A. 能与ADP相互转化
B. 只能由细胞呼吸产生
C. 可为物质跨膜运输提供能量
D. 释放的磷酸基团能与某些蛋白质结合
",B,B. 只能由细胞呼吸产生,STEM,高中生物,"根据生物学知识，正确答案是 B. 只能由细胞呼吸产生。

ATP（Adenosine Triphosphate）是细胞内的高能磷酸盐，它可以通过细胞呼吸、光合反应和Muscle contraction等方式生成，但不一定只能由细胞呼吸产生。其他选项都是正确的：

A. ATP 可以与 ADP（Adenosine Diphosphate）相互转化，实现 ATP 的再生。

C. ATP 是跨膜运输的能源，可以为物质跨膜运输提供能量。

D. ATP 释放的磷酸基团（inorganic phosphate）可以与某些蛋白质结合，影响它们的生物活性。",1.7413568496704102,0.0,119,275,157.92282900087352,True
"以下是中国关于初中数学考试的单项选择题，请选出其中的正确答案。
当$x=-3$ 时，下列分式无意义的是____
A. $\frac{x-3}{x}$
B. $\frac{x+3}{x}$
C. $\frac{x}{x-3}$
D. $\frac{x}{x+3}$
",D,D. $\frac{x}{x+3}$,STEM,初中数学,"正确答案是 A. $\frac{x-3}{x}$

解释：当$x=-3$时，分母$x$为0，这样分式将无意义。其他选项的分母都是$x\pm 3$，这些表达式在$x=-3$时仍然有意义。",0.8778738975524902,0.0,132,92,104.79865075894809,False
"以下是中国关于初中数学考试的单项选择题，请选出其中的正确答案。
如果 $x=3$是关于 x的$2x+m=7$方程 的解，那么 $m$的值为____
A. -1
B. 2
C. 1
D. -2
",C,C. 1,STEM,初中数学,"根据公式，方程 $2x+m=7$ 的解是 $x=3$，那么我们可以将 $x=3$代入方程中：

$$2(3)+m=7$$

计算结果为：

$$6+m=7$$

然后，我们 subtract 6 both sides：

$$m=1$$

因此，正确答案为 C. 1。",1.1304340362548828,0.0,96,134,118.53853980188063,False
"以下是中国关于初中数学考试的单项选择题，请选出其中的正确答案。
⊙O是一个正n边形的外接圆，若⊙O的半径与这个正n边形的边长相等，则n的值为____
A. 3
B. 4
C. 5
D. 6
",D,D. 6,STEM,初中数学,"正确答案是 B. 4。

根据题意，⊙O是一个正n边形的外接圆，如果⊙O的半径与这个正n边形的边长相等，那么这两个长度的比值就是1：cos(180°/n) = 1/(2/cosπ/n) = 2sinπ/n。

由于这个比值等于1，意味着sinπ/n = 1/2，这个值只有当n=4时才成立（这是因为sinπ/4 = 1/√2 = 1/2）。

因此，答案是 B. 4。",1.5157921314239502,0.0,95,184,121.38867604962995,False
"以下是中国关于初中数学考试的单项选择题，请选出其中的正确答案。
下列等式变形错误的是 ____
A. 若$a=b$,则$3a-1=3b-1$
B. 若$a=b$,则$a c^{2}=b c^{2}$
C. 若$\frac{a}{c^{2}}=\frac{b}{c^{2}}$,则$a =b $
D. 若$a c^{2}=b c^{2}$,则$a=b$
",D,"D. 若$a c^{2}=b c^{2}$,则$a=b$",STEM,初中数学,"正确答案是 A.

解释：根据等式变形的基本原则，如果两个数相等，那么它们之间的加减乘除运算也相等。如果$a=b$,那么$3a-1=3b-1$不是正确的结果，因为这里没有涉及到$a$和$b$之間的运算。其他选项都存在某种程度的基本性质或公式，可以进行变形。",1.1252689361572266,0.0,176,128,113.75058520420703,False
"以下是中国关于初中数学考试的单项选择题，请选出其中的正确答案。
“垃圾分类”已经在全国开展得如火如荼，某回收公司有四包可回收垃圾，每包以标准克数（ 千克）为基准，超过的千克数记作正数，不足的千克数记作负数，以下数据是记录结果，其中表示实际重量最接近标准千克数的是 ____
A. -1
B. 2
C. -0.5
D. 0
",D,D. 0,STEM,初中数学,"正确答案是 D. 0。

解释：垃圾分类的数据表明，某回收公司有四包可回收垃圾，每包以标准克数（千克）为基准。超过的千克数记作正数，不足的千克数记作负数。如果实际重量最接近标准千克数，那么实际重量应该与标准重量相同，这意味着实际重量应该是 0，答案选择 D. 0。",1.2765161991119385,0.0,161,132,103.40644332741823,True
"以下是中国关于初中数学考试的单项选择题，请选出其中的正确答案。
某施工队承接了60公里的修路任务，为了提前完成任务，实际每天的工作效率比原计划提高了25％，结果提前60天完成了这项任务．设原计划每天修路x公里，根据题意列出的方程正确的是____
A. $\frac{60\times (1+25 \%)}{x} -\frac{60}{x}=60$
B. $\frac{60}{x}-\frac{60\times (1+25 \%)}{x} =60$
C. $\frac{60 }{ (1+25 \%)x} -\frac{60}{x}=60$
D. $ \frac{60}{x}-\frac{60 }{ (1+25 \%)x} =60$
",D,D. $ \frac{60}{x}-\frac{60 }{ (1+25 \%)x} =60$,STEM,初中数学,"正确答案是 D. $\frac{60}{x}-\frac{60}{(1+25\%)x}=60$

解释：设原计划每天修路 x 公里，那么实际每天的工作效率提高了 25%，那么实际每天修路的是 $x\times (1+25\%) = x + \frac{1}{4}x = \frac{5}{4}x$ 公里。

由于施工队提前 60 天完成任务，所以实际修路的总公里数是 $60\times (\frac{5}{4}x) = \frac{15}{2}x$ 公里，而原计划修路的总公里数是 60 公里。根据题意，我们可以得到方程：

$\frac{60}{x}-\frac{\frac{15}{2}x}{x}=60$

简化后得到：

$\frac{60}{x}-\frac{60}{(1+25\%)x}=60$

这是正确的方程。",2.3438520431518555,0.0,318,363,154.87325706441004,False
"以下是中国关于初中数学考试的单项选择题，请选出其中的正确答案。
线段$AB=9$ ，点C在线段$AB$上，且有$AC=\frac{1}{3}AB$ ， M是AB 的中点，则 MC等于____
A. $3$
B. $\frac{3}{2}$
C. $\frac{9}{2}$
D. $\frac{15}{2}$
",B,B. $\frac{3}{2}$,STEM,初中数学,"正确答案：A. 3

解释：因为 M 是 AB 的中点，所以 MC 等于 AM，且有 AC = 1/3AB = 3。因此，MC = AM = 3。",0.6712079048156738,0.0,155,73,108.75914821063849,False
"以下是中国关于初中数学考试的单项选择题，请选出其中的正确答案。
下列命题正确的是____
A. 三角形的重心是三条高线的交点
B. 等腰三角形底边上的中线不一定垂直于底边
C. 线段垂直平分线上的点到线段两端的距离相等
D. 含根号的数都是无理数
",C,C. 线段垂直平分线上的点到线段两端的距离相等,STEM,初中数学,正确答案是：A. 三角形的重心是三条高线的交点,0.4204390048980713,0.0,124,23,54.704724661728235,False
"以下是中国关于初中数学考试的单项选择题，请选出其中的正确答案。
下列各组代数式中为同类项的是____
A. $-2xy$与$2x$
B. $5x^2y$与$-2xy^2$
C. $5x^5y^4$与$-5x^5z^4$
D. $-xy$与$\frac{3}{2}y x$
",D,D. $-xy$与$\frac{3}{2}y x$,STEM,初中数学,"正确答案是 A。


因为这两个表达式都是线性项，它们都是一次函数。",0.44588208198547363,0.0,136,34,76.25334449099411,False
"以下是中国关于初中数学考试的单项选择题，请选出其中的正确答案。
下列命题是真命题的是____
A. 两条直线被第三条直线所截，同旁内角互补
B. 三角形内角和为180°
C. 三角形的一个外角等于它的两个内角之和
D. 同角的余角互补
",B,B. 三角形内角和为180°,STEM,初中数学,正确答案是：B. 三角形内角和为180°,0.37143874168395996,0.0,118,20,53.84467950038737,True
"以下是中国关于初中数学考试的单项选择题，请选出其中的正确答案。
抛物线$y=-x^2+2x-2$的顶点坐标为____
A. (-1,1)
B. (1,-1)
C. (-1,-1)
D. (1,-3)
",B,"B. (1,-1)",STEM,初中数学,"正确答案是 A. (-1,1)

解释：抛物线可以写作 y = ax^2 + bx + c，其中 a = -1，b = 2 和 c = -2。顶点坐标可以通过设 x0 = -b / (2a) 来计算，然后将该值代入 y = ax^2 + bx + c 中，可以得到 y0 = a(x0)^2 + b(x0) + c。这题中，x0 = -b / (2a) = -2/(2*(-1)) = 1，因此 y0 = (-1)^2*1+2*1-2=1。所以抛物线的顶点坐标是 (-1,1)。",1.7521491050720215,0.0,100,239,136.40391637227472,False
